:ID,source,source_id,title,abstract,url,:LABEL
pubmed:41848637,pubmed,41848637,Comparative EEG analysis of the effects of ketamine enantiomers and metabolites in rhesus macaques.,"(R,S)-Ketamine, a dissociative anesthetic, has shown rapid and sustained antidepressant effects at lower doses than those required for anesthetic effects in patients with treatment-resistant depression. However, its use is limited because it causes side effects, including psychotomimetic symptoms and dependence. The enantiomer (R)-ketamine was reported to promote antidepressant-like effects in rodents with a potentially lower risk for adverse effects compared with (S)-ketamine. This study compared the effects of (R)-ketamine, (S)-ketamine, their metabolites, and another N-methyl-d-aspartate antagonist, MK-801, on the electroencephalograms (EEGs) of rhesus macaques across a wide range of doses. The results showed that the dose level of (R,S)-ketamine, corresponding to the clinically effective antidepressant concentration in humans, produced an increase in gamma power as reported in clinical trials. Compared with (S)-ketamine, (R)-ketamine produced a comparable increase in gamma power but had weaker effects on EEG features thought to be associated with adverse effects. The EEG changes induced by the ketamine metabolites were relatively mild, indicating a minimal contribution to the EEG effects of ketamine. This comprehensive EEG evaluation in a nonhuman primate, together with measurements of plasma drug concentrations, when interpreted in comparison with existing clinical data, provide increased translational insight into the dose-dependent neurophysiological characteristics of (R,S)-ketamine, its enantiomers, and metabolites. EEG-based comparisons of (R)-ketamine with (R,S)-ketamine and (S)-ketamine suggest that (R)-ketamine exhibits neurophysiological features consistent with a potentially broader therapeutic range for antidepressant effects.NEW & NOTEWORTHY (R,S)-Ketamine, used to treat depression, induces side effects. This study investigated the effects of (R,S)-ketamine, its enantiomers, and metabolites on EEG metrics which may be related to the antidepressant e...",https://pubmed.ncbi.nlm.nih.gov/41848637/,Document:Pubmed
pubmed:41847171,pubmed,41847171,Investigating the Antidepressant Mechanism of Acupuncture with a Focus on Mitochondrial Homeostasis.,"Major depressive disorder (MDD) is a complex neuropsychiatric condition characterized by persistent low mood, reduced voluntary activity, and cognitive impairment. Mitochondria, often described as cellular power plants, play a fundamental role in maintaining normal neuronal function and emotional stability. Mitochondrial homeostasis encompasses multiple dimensions, including oxidative stress, apoptosis, biogenesis, and dynamics. Accumulating evidence indicates significant impairment of neuronal mitochondrial function in depressive patients, manifested as aberrant energy metabolism, exacerbated oxidative stress, and disrupted mitochondrial dynamics. This narrative review synthesizes current evidence from both clinical and preclinical studies aims to explore the mechanisms by which acupuncture therapy restores mitochondrial homeostasis. Specifically, acupuncture ameliorates mitochondrial membrane permeability and structural integrity, enhances energy metabolism, attenuates damage induced by oxidative stress and mitophagy, and regulates mitochondrial dynamic processes (such as fission and fusion). These coordinated effects collectively constitute a key biological mechanism through which acupuncture exerts its antidepressant actions. This study elucidates a mechanism-based therapeutic strategy, clarifying how acupuncture counteracts depression through multi-target regulation of mitochondrial function. These findings underscore the translational value of acupuncture in clinical treatment regimens for major depressive disorder, offering a theoretical framework.",https://pubmed.ncbi.nlm.nih.gov/41847171/,Document:Pubmed
pubmed:41845402,pubmed,41845402,"A narrative review on trazodone as a multimodal and multifunctional antidepressant: clinical relevance of formulations, dosing, and pharmacokinetic/pharmacodynamic targets.","Trazodone, an antidepressant, has only been approved for use in major depressive disorder (MDD), but has demonstrated potent therapeutic potential in various conditions, such as insomnia and anxiety. It targets multiple serotonergic, adrenergic, and histaminergic receptors. Given this multimodal and multifunctional profile, we aimed to provide a comprehensive overview of the pharmacodynamic and pharmacokinetic properties of trazodone and its clinical applications across various conditions. Trazodone demonstrates sedative and anxiolytic effects even at a low dose (25-75 mg) and a full antidepressant effect at higher doses (150-300 mg). The availability of trazodone in immediate-release, extended-release, intravenous, and intramuscular formulations enables flexible and personalized treatment based on the patient's symptoms, medical history, tolerability, and clinical settings. Clinical evidence also demonstrates that trazodone is effective and well-tolerated across various conditions, including MDD, treatment-resistant depression, insomnia (off-label), neurological disorders, dementia, and delirium, highlighting its versatility. Additionally, the low risk of sexual dysfunction, limited withdrawal symptoms, and weight-neutral effects make it suitable for use in patients with comorbid conditions. Trazodone is a multimodal and multifunctional antidepressant that exhibits a broad range of therapeutic effects in MDD and other comorbid conditions. Further research on the pharmacokinetic and pharmacodynamic relationship of trazodone, its parenteral use in acute settings, and the development of prescribing algorithms for predicting treatment responses may enhance its therapeutic outcomes in patients with MDD.",https://pubmed.ncbi.nlm.nih.gov/41845402/,Document:Pubmed
pubmed:41845304,pubmed,41845304,Intranasal esketamine: real-world clinical practice in treatment-resistant depression and factors associated with treatment response.,"Intranasal esketamine has recently emerged as an innovative treatment option for treatment-resistant depression (TRD). This retrospective, uncontrolled study aimed to evaluate the real-world effectiveness of esketamine in an naturalistic inpatient setting and explore demographic and clinical factors associated with treatment response. We conducted a chart review of 101 inpatients with TRD treated with intranasal esketamine at the University Hospital Münster, Germany. Depression severity was assessed pretreatment and posttreatment with the Montgomery-Åsberg Depression Rating Scale (MADRS) and Beck’s Depression Inventory-II (BDI-II). Repeated measures ANOVAs and logistic regression models were applied to identify treatment outcomes and associated factors. Patients (mean age 47.7 years; 51.5% women) presented with severe depression and frequent psychiatric comorbidities. Esketamine treatment led to significant improvements in MADRS (mean reduction − 10.7, p < 0.001) and BDI-II scores (mean reduction − 11.5, p < 0.001), with large effect sizes. Suicidality scores decreased significantly as well. Overall, 28.8% achieved response, 52.5% at least partial response, and 19.3% remission. Older age was associated with higher remission likelihood (OR 4.06, p = 0.041), while male gender was associated with partial response (OR 3.71, p = 0.012). Extended induction beyond eight sessions was particularly beneficial for older patients and those with psychiatric comorbidities. No treatment-related serious adverse events were observed. In this large real-world inpatient cohort, intranasal esketamine significantly improved depression severity. Older patients and those with comorbid psychiatric disorders may particularly benefit from extended induction treatment. These findings support intranasal esketamine as an effective therapeutic option in TRD while highlighting the need for further controlled studies to refine patient selection and optimize treatment protocols. Not applicable.",https://pubmed.ncbi.nlm.nih.gov/41845304/,Document:Pubmed
pubmed:41844464,pubmed,41844464,"Commentary on ""Long-term treatment with esketamine nasal spray in patients with treatment resistant depression: Results from the ESCAPE-LTE study"".",,https://pubmed.ncbi.nlm.nih.gov/41844464/,Document:Pubmed
pubmed:41842876,pubmed,41842876,Cost-Effectiveness of Psilocybin-Assisted Therapy Versus Standard of Care for Patients With Treatment-Resistant Depression.,"Treatment-resistant depression (TRD) imposes a substantial public health and economic burden. Although psilocybin-assisted therapy (PAT) has shown clinical promise, its economic value remains uncertain. This study evaluated the cost-effectiveness of PAT compared with the standard of care for TRD. A Markov model adopting a US healthcare perspective simulated patient transitions among health states (remission, response, non-response, and relapse) every 6-week cycle. Model inputs were derived from randomized controlled trials and relevant published literature. Outcomes included quality-adjusted life-years (QALYs) and incremental cost-effectiveness ratios. Sensitivity analyses were conducted to assess uncertainty in key parameters, dosing regimens, retreatment strategies, and psilocybin prices. Scenario analyses extended the time horizon to 30 years to examine treatment persistence and efficacy waning. Compared with the standard of care, PAT was more effective and less costly, yielding approximately $7000 in cost savings and a gain of 0.10 QALYs per patient. These economic advantages persisted across variations in key parameters, dosing strategies, retreatment assumptions, and psilocybin prices in sensitivity analyses. Extending the horizon to 30 years in scenario analyses increased cumulative savings to $215 900 with gains of 9.87 QALYs. PAT remained cost-effective under all efficacy-waning assumptions over the 30-year horizon. This modeling analysis provides preliminary evidence that PAT may be a cost-effective option for TRD management. Consistent findings across extended time horizons suggest that its economic value is largely driven by early clinical benefits that offset downstream chronic care costs. Longitudinal real-world evidence will be essential to validate these findings and inform sustainable integration into clinical practice.",https://pubmed.ncbi.nlm.nih.gov/41842876/,Document:Pubmed
pubmed:41838850,pubmed,41838850,Antisuicidal Effect of Lamotrigine Augmentation in Treatment-Resistant Depression: A Case Report.,"Treatment-resistant depression (TRD) is a serious public health burden in the United States and comes with an extremely high suicide risk relative to the general population. Lamotrigine, though approved for use only in bipolar disorder, has been found to augment the effects of an antidepressant in treatment-resistant individuals. However, studies showing an antisuicidal effect of lamotrigine in the TRD population are limited. The objective of this paper is to describe a case of a 58-year-old male with TRD and chronic suicidality who was treated with lamotrigine augmentation of the serotonin-norepinephrine reuptake inhibitor, duloxetine, and experienced a sustained clinical improvement of his suicidality. Clinical changes in depression and suicidality after initiation of lamotrigine are presented. The patient experienced a brief improvement in depression and sustained improvement in suicidality for 2 years. While there remains insufficient evidence in the literature for a clinical recommendation of the use of lamotrigine for suicidality in the TRD population, our case report introduces the novel possibility of an antisuicidal effect of lamotrigine at the individual level. We suggest clinicians consider its use when other, more robust treatments for suicidality have failed.",https://pubmed.ncbi.nlm.nih.gov/41838850/,Document:Pubmed
pubmed:41836650,pubmed,41836650,Mental health professionals' perspective on the use of esketamine in treatment-resistant depression and their motivation to adopt it: a Saudi cross-sectional study.,"Esketamine is an innovative treatment for individuals with treatment-resistant depression (TRD). However, its adoption could depend on the perceptions and motivations of prescribing psychiatrists, among other factors. This study aims to explore the attitudes of psychiatrists (of all levels, including those in training) across Saudi Arabia toward the use of esketamine for TRD and investigate the motivational factors related to their willingness to adopt it. This is a cross-sectional study that utilized a convenience sampling method. The study tool consisted of a questionnaire developed by the research team and the Physician-Motivation Adoption Scale. Of the 223 participants surveyed, 19.73% reported having prescribed esketamine, most commonly to 1-2 patients. The most frequently perceived adverse effects were dissociation/delusions/hallucinations (66.82%), followed by dizziness/vertigo (59.19%). Esketamine prescription was significantly associated with older age (p = 0.049), consultant-level practice (p = 0.003), practice in the Western Region (p < 0.001), lower concern about potential misuse (p = 0.027), perceiving easier access (p = 0.004), and fewer concerns about the administration process (p = 0.007). Ordinal logistic regression demonstrated that senior registrars, registrars, and residents were significantly less likely to prescribe esketamine than consultants (OR = 0.21, 0.17, and 0.10, respectively). ""Not being sure"" that cost was a barrier was associated with lower odds of prescribing (OR = 0.32, p = 0.022), whereas higher functional subscale scores were strongly associated with willingness to prescribe (OR = 1.62, p < 0.001). The most commonly reported barriers to prescribing esketamine included the administration process (66.37%) and cost (65.02%). Despite significant interest, actual adoption of esketamine is low, mainly due to logistical barriers, high costs, and availability issues. Concerns about side effects and potential misuse are also linked to hes...",https://pubmed.ncbi.nlm.nih.gov/41836650/,Document:Pubmed
pubmed:41835037,pubmed,41835037,Evaluation of Current Evidence on the Efficacy of Esketamine in Treating Substance-Use Disorders in Patients With Treatment-Resistant Depression (TRD): A Narrative Review.,"Treatment-resistant depression (TRD) presents a complex clinical challenge, particularly when comorbid with substance use disorders (SUDs) or other compulsive behaviors. With up to a third of major depressive disorder (MDD) patients failing to respond to standard antidepressant therapies, there is growing interest in interventions such as esketamine, a glutamatergic N-methyl-D-aspartate (NMDA) receptor antagonist approved for TRD in 2019, as an intranasal therapy. While esketamine has demonstrated efficacy in alleviating depressive symptoms of TRD, emerging data also point towards its potential in addressing compulsive and addictive behaviors, particularly in patients whose depression and SUDs are deeply intertwined. This review aims to evaluate and synthesize the current literature on the use of esketamine in treating not only TRD, but specifically its application in patients suffering from comorbid substance use and addiction-related behaviors. We aim to clarify the therapeutic mechanisms, examine both human and animal data, and identify whether esketamine offers a dual-modality treatment approach that concurrently reduces depressive symptoms and addictive tendencies. Across peer-reviewed studies, including randomized control trials, cohort analyses, systematic reviews, and preclinical investigations, findings suggest that esketamine may reduce drug-seeking behavior, attenuate cravings, and improve outcomes when combined with behavioral interventions (such as mindfulness-based therapy). In rodent models, esketamine significantly inhibited cocaine-seeking after various abstinence conditions, and clinical data point to its potential role in treating alcohol misuse. In conclusion, esketamine holds potential as a dual-action therapeutic in patients with TRD and comorbid addiction; however, further large-scale studies are needed to explore its therapeutic magnitude, duration of benefit, safety, and effects on substance use-related outcomes.",https://pubmed.ncbi.nlm.nih.gov/41835037/,Document:Pubmed
pubmed:41834746,pubmed,41834746,Differential effects of ketamine enantiomers on EEG parameters including the gamma-delta shift phenomenon.,"Ketamine consists of two enantiomers, (R)-ketamine and (S)-ketamine, which exhibit distinct pharmacological properties. Currently, only the (S)-enantiomer has been approved for the treatment of major depressive disorder, whereas recent clinical studies have failed to demonstrate an antidepressant effect for (R)-ketamine. The quantitative electroencephalography (qEEG) gamma-enhancing effect of racemic ketamine has been reported before; moreover, a previous study has described a phenomenon that shows a temporal shift between the elevation of qEEG gamma and qEEG delta power, which we named as gamma-delta shift. It has been proposed as a marker of the antidepressant activity of racemic ketamine. To determine which enantiomer is responsible for these effects and in which sleep-wake states these changes occur, we compared the effects of the two enantiomers together with the separation of the different sleep-wake stages and examining dose dependency across a broad frequency spectrum. In Wistar rats, frontoparietal EEG and muscle activity were recorded following intraperitoneal administration of (S)-ketamine (7.5, 15 and 30 mg kg-1) or (R)-ketamine (7.5, 15, 30 and 60 mg kg-1) or vehicle at the beginning of the passive phase. Wake-inducing and NREM sleep-reducing effects of (S)-ketamine were fourfold stronger compared to (R)-ketamine. The gamma power increase induced by (S)-ketamine during wakefulness was twice as strong as that of (R)-ketamine. Additionally, once gamma activity normalized, only (S)-ketamine enhanced delta power during non-rapid eye movement (NREM) sleep and induced the gamma-delta shift. These findings indicate that the gamma-delta shift phenomenon is specific to (S)-ketamine.",https://pubmed.ncbi.nlm.nih.gov/41834746/,Document:Pubmed
pubmed:41831252,pubmed,41831252,Effectiveness and factors associated with esketamine response during the 4-week induction period for treatment-resistant depression: post-hoc analysis of the real-world ESKALE study.,"In patients with treatment-resistant depression (TRD), the efficacy and tolerance of intranasal esketamine (ESK) spray, alone or combined with oral antidepressants, has been supported by clinical trials and observational studies. The French real-world ESKALE study assessed the benefit of ESK in 157 patients with TRD. In this post-hoc analysis of the ESKALE study we aimed to describe the evolution of depressive symptoms (using the Montgomery Åsberg Depression Rating Scale [MADRS]) and to identify potential factors associated with response during the 4-week induction treatment period. Data from 128 patients were analyzed. The mean MADRS total score (after adjusting) significantly decreased during the first week of ESK treatment by 7.5 points (95% CI: 9.2 to -5.7; p < 0.001) and at W4 by 13.5 points (95% CI: 15.3 to -11.8; p < 0.001). The response rate (MADRS total score reduced by ≥ 50%) continually increased during the 4-week induction treatment period: from 19.4% at W1 to 47.4% at W4. Multivariate analysis identified the occurrence of dissociation during the first week of treatment to be significant factor associated with ESK response at W1 (odds ratio: 3.30 [95% CI: 1.19 to 9.13]; p = 0.021]). No other factors were significantly associated with ESK response at W1 or W4. This post-hoc analysis provides further evidence of a rapid response after ESK initiation in patients with TRD and that early dissociation may play a role in treatment response. However, future research is needed to investigate prognostic factors associated with ESK response in patients with TRD.",https://pubmed.ncbi.nlm.nih.gov/41831252/,Document:Pubmed
pubmed:41830808,pubmed,41830808,Psychedelics for treatment of negative symptoms and depressive symptoms in schizophrenia spectrum disorder: A narrative review.,"Serotonergic psychedelics are re-emerging as therapeutic candidates across psychiatry, particularly for treatment-resistant depression. Their rapid and sustained antidepressant effects, alongside evidence for neuroplastic, dopaminergic, and glutamatergic modulation, have prompted interest in whether they could address depressive and negative symptoms in schizophrenia spectrum disorders (SSDs). This narrative review summarizes mechanistic, preclinical, and early clinical findings relevant to psychedelic use in SSDs. Schizophrenia and major depressive disorder share disturbances in dopamine, glutamate, and neuroplasticity, and both involve large-scale network abnormalities. Schizophrenia is associated with widespread dysconnectivity, mesocortical hypodopaminergia, and striatal hyperdopaminergia linked to NMDA receptor hypofunction. Depression is characterized by fronto-limbic and default mode network hyperconnectivity, mesolimbic hypodopaminergia, and reduced cortical glutamatergic tone. Depressive symptoms within SSDs may reflect an intermediate phenotype combining depressive-like hyperconnectivity with schizophrenia-related global dysconnectivity, suggesting that psychedelics' capacity to transiently increase network flexibility and recalibrate maladaptive connectivity may be clinically relevant. Preclinical studies show increased dendritic spine density, enhanced BDNF expression, restored reward sensitivity, and modulation of network dynamics after psychedelic administration. Clinically, uncontrolled exposure appears associated with increased psychosis-related presentations, whereas limited case reports suggest controlled administration may be tolerated in carefully selected, clinically stable individuals with SSDs. To date, only one early-phase trial (MDMA in schizophrenia) is ongoing, and no randomized trials have evaluated psilocybin or LSD in SSDs. Overall, psychedelics are biologically and mechanistically plausible but remain unproven for depressive and negati...",https://pubmed.ncbi.nlm.nih.gov/41830808/,Document:Pubmed
pubmed:41828665,pubmed,41828665,The Role of Exosomes in the Regulation of Molecular Mechanisms Underlying Treatment Resistance-Linking Cellular Crosstalk to Clinical Implications in Depression.,"Depressive disorders (DDs), especially treatment-resistant depression (TRD), pose a significant challenge worldwide, largely because their underlying biological mechanisms are complicated and treatments often fall short. There is growing evidence pointing to factors like disrupted neuroplasticity, neuroinflammation, irregularities in the hypothalamic-pituitary-adrenal (HPA) axis, and glutamatergic system imbalances as contributors to the onset and persistence of depressive symptoms. Exosomes (small extracellular vesicles involved in communication between cells) have recently gained attention for their potential role in connecting peripheral and central nervous system (CNS) changes. They carry proteins, lipids, and nucleic acids and are even capable of crossing the blood-brain barrier. Because of this, exosomes might provide a window into molecular changes in the brain and serve as accessible biomarkers of disease status and treatment response. Recent research points out that the contents of exosomes, especially microRNAs (miRNAs) and neurotrophic factors like brain-derived neurotrophic factor (BDNF), might play a part in disrupting synaptic plasticity and could be linked to resistance to antidepressants. At the same time, there is growing interest in using engineered exosomes as targeted drug carriers aimed at the CNS. That said, there are still quite a few hurdles to overcome. Methods vary widely between studies, protocols for isolating exosomes are not sufficiently standardized, safety data are limited, and we do not fully understand how drugs and exosomes interact or how they behave pharmacokinetically. This review brings together current findings regarding exosomes in DDs (with particular emphasis on TRD), highlights their promise for diagnosis and treatment, and sets out some of the main questions that need to be answered before clinical application becomes feasible.",https://pubmed.ncbi.nlm.nih.gov/41828665/,Document:Pubmed
pubmed:41828429,pubmed,41828429,Predictors of the Effectiveness of Psychedelics in Treating Depression-A Scoping Review.,"Psychedelic-assisted therapies (PATs) can produce rapid and sustained antidepressant effects, yet variability in response remains substantial. Identifying predictors and moderators is essential for optimising patient selection, preparation, and delivery. To map and synthesise the evidence on the predictors of antidepressant response to classic/serotonergic psychedelics administered with psychotherapeutic support in adults with depressive disorders, including treatment-resistant depression. Following PRISMA-ScR principles, we conducted a scoping review of major biomedical and psychology databases (PubMed (MEDLINE), Embase, PsycINFO, and Web of Science) and trial registries (searches September-October 2025), supplemented by reference-list screening. We included randomised trials, open-label studies, and naturalistic cohorts reporting associations between candidate predictors (baseline traits/clinical features, set/setting variables, acute in-session phenomenology, and biological measures) and validated depression outcomes. We charted study characteristics, analytic approaches (including moderation/mediation where available), and indicators of robustness (e.g., adjustment for overall intensity, preregistration, external validation). A total of 48 studies were included in the review. Across study designs, process-level features during the dosing session were the most consistent correlates of antidepressant improvement. Greater emotional breakthrough, mystical/unitive experiences, and ego dissolution-linked reappraisal/insight generally predicted larger and more durable symptom reductions, whereas anxiety-dominant or dysphoric states tended to attenuate benefit, often independent of overall subjective intensity. Set and setting-particularly a stronger therapeutic alliance and music experienced as resonant-predicted both the emergence of therapeutically salient acute experiences and downstream clinical gains. Baseline moderators showed smaller and mixed effects: PTSD como...",https://pubmed.ncbi.nlm.nih.gov/41828429/,Document:Pubmed
pubmed:41827157,pubmed,41827157,Revisiting Thyroid Function in Patients Undergoing Electroconvulsive Therapy for Severe or Treatment-Resistant Depression.,"Background/Objectives: Evidence regarding the relationship between thyroid function tests (TFTs) and severe or treatment-resistant depression in euthyroid individuals remains limited. We aimed to investigate thyroid function tests (TFTs) in euthyroid patients with depression undergoing electroconvulsive therapy (ECT), evaluate associations with ECT response and depression severity, and explore whether clinically meaningful subgroups with differential thyroid function patterns can be identified. Methods: In this retrospective cohort study, we screened 107 inpatients who received ECT for severe or treatment-resistant depression (major depressive disorder [MDD] or bipolar disorder [BD]). Seventy-six euthyroid patients were analyzed. Clinical data, Hamilton Depression Rating Scale (HAMD) scores, and TFTs (TSH, free-T3, and free-T4) were assessed. Logistic regression, multiple linear regression and unsupervised hierarchical cluster analyses were performed. The cluster analysis used clinical and demographic variables, excluding TFTs to avoid circularity and allow thyroid parameters to be examined as secondary biological correlates. Results: The TFT results were not significantly associated with ECT response in euthyroid patients. The multiple linear regression revealed that the baseline HAMD scores were positively associated with free-T4 (β = 0.797, p = 0.001). Hierarchical clustering identified two subgroups; one group characterized by male sex, psychotic features, and MDD diagnosis exhibited lower TSH levels (2.12 vs. 1.49 mlU/L, Cohen's d = 0.56) despite similar ECT response rates. Conclusions: Subtle TFT variations were not associated with ECT response but were related to depression severity and clinical phenotypes. These findings suggest that normal-range thyroid hormone variability may reflect state-related neuroendocrine patterns rather than predictors of treatment outcome. Our results should be regarded as hypothesis-generating and underline the need for prospecti...",https://pubmed.ncbi.nlm.nih.gov/41827157/,Document:Pubmed
pubmed:41817529,pubmed,41817529,Adverse Childhood Experiences and Treatment-Resistant Depression.,"Adverse childhood experiences (ACEs) are key risk factors for major depressive disorder (MDD), but their associations with treatment-resistant depression (TRD) remain unclear, particularly after accounting for unmeasured confounding, such as shared genetic and familial environmental factors. To examine the association between ACEs and TRD while accounting for unmeasured confounding within families. This cohort study used a co-twin control design and was based on 2 Swedish Twin Registry cohorts: the Study of Twin Adults: Genes and Environment (STAGE) and the Young Adult Twins in Sweden Study (YATSS). The sample included twins born from 1959 to 1992 who completed surveys in 2005 to 2006 (for the STAGE cohort) or in 2013 to 2014 (for the YATSS cohort). Both cohorts were linked to Sweden's National Patient Register and Prescribed Drug Register for follow-up until the end of 2016. Data analysis was conducted from September to November 2024. ACEs, which were assessed using 7 yes or no items adapted from the Life Stressor Checklist-Revised: emotional neglect or abuse, physical neglect, physical abuse, sexual abuse, rape, hate crime, and witnessing family violence before age 19 years. TRD, which was defined as MDD diagnosed clinically or meeting the Diagnostic and Statistical Manual of Mental Disorders (Fourth Edition) criteria based on self-reported symptoms and having had at least 2 antidepressant switches of adequate duration (≥6 weeks) with no more than 14 weeks between consecutive prescriptions. The full cohort included 21 192 twins, among whom 17 814 (10 205 females [57.3%]; mean [SD] age, 32.10 [7.82] years) were included in the main analysis. A total of 5558 individuals (31.2%) reported exposure to at least 1 ACE, and 996 (5.6%) reported 3 or more ACEs. The prevalence of TRD was 1.3% (n = 230) overall. Each additional ACE exposure was associated with increased odds of TRD (odds ratio [OR], 1.69; 95% CI, 1.56-1.84). In co-twin control analyses, the association remain...",https://pubmed.ncbi.nlm.nih.gov/41817529/,Document:Pubmed
pubmed:41815626,pubmed,41815626,The Role of Oxytocin and Cortisol as Biomarkers of Efficacy in Animal-Assisted Interventions for Patients With Major Depressive Disorder: A Narrative Review.,"Major depressive disorder (MDD) is a leading cause of disability worldwide, often characterized by dysregulation of the hypothalamic-pituitary-adrenal (HPA) axis and impaired social affiliation. Despite standard pharmacological treatments, a significant proportion of patients continue to struggle with treatment-resistant depression, necessitating the exploration of effective adjunctive strategies such as animal-assisted interventions (AAIs). The primary objective of this narrative review is to synthesize current neurobiological evidence regarding the efficacy of AAIs in MDD populations. Specifically, we aim to evaluate the modulation of cortisol and oxytocin as primary biomarkers and to delineate the role of C-tactile (CT) afferent pathways in mediating these physiological shifts. A comprehensive literature search was conducted across PubMed, Scopus, and Web of Science (2000-2026), focusing on quantitative studies and meta-analyses investigating neuroendocrine responses to AAIs in depressive or high-stress populations. The evidence indicates that even brief (10-20 minute) interactions with animals can lead to a significant reduction in salivary cortisol levels, suggesting rapid HPA axis stabilization. Furthermore, oxytocin secretion, stimulated by visual and tactile contact, enhances emotional regulation. This process is further mediated by the activation of CT-tactile afferents during petting, which project to the insular cortex to promote anxiolytic effects. Comparative analysis suggests that while canine-assisted interventions yield acute stress reduction, equine-assisted therapies may influence long-term diurnal cortisol rhythms. AAIs offer a measurable, biologically grounded supportive treatment for MDD. While promising, the field requires standardized protocols and large-scale longitudinal studies to establish evidence-based guidelines for clinical psychiatric practice.",https://pubmed.ncbi.nlm.nih.gov/41815626/,Document:Pubmed
pubmed:41814584,pubmed,41814584,Fast-acting approaches for treatment-resistant depression: real-world comparative effectiveness of Intranasal Esketamine versus accelerated rTMS.,"Treatment-Resistant Depression (TRD) often persists despite adequate pharmacotherapy. Intranasal Esketamine and accelerated repetitive Transcranial Magnetic Stimulation (aTMS) are rapid-acting options, but head-to-head comparisons remain limited. We conducted a retrospective study on TRD patients receiving either aTMS (n = 18) or Intranasal Esketamine (n = 22). Depression severity (Montgomery-Asberg Depression Rating Scale, MADRS) was assessed at baseline and 1, 3, and 6 months. Primary outcomes were response (≥50% MADRS reduction) and remission (MADRS <10). Longitudinal change was modelled with linear mixed-effects; moderators included clinical and demographics features. At 1 month, aTMS showed higher response (72.2% vs 20%; p < 0.001) and remission (66.6% vs 10%; p = 0.0031) than Esketamine. Between-group differences were not significant at 3 months or 6 months. Mixed-effects models showed greater MADRS reduction with aTMS at 1 (p < 0.001) and 3 months (p = 0.007), but not at 6 months (p = 0.057). Psychiatric comorbidities were associated with greater improvement at 3 and 6 months within the Esketamine subgroup, with no analogous association in the aTMS subgroup. aTMS showed a stronger early antidepressant effect, but its advantage over esketamine progressively diminished and was no longer evident at six months. Prospective, well-powered comparative trials are required to validate these findings.",https://pubmed.ncbi.nlm.nih.gov/41814584/,Document:Pubmed
pubmed:41813443,pubmed,41813443,Factors That Influence Patients' Decisions About Repetitive Transcranial Magnetic Stimulation as a Treatment Option for Treatment-Resistant Depression: Protocol for a Prospective Mixed Methods Cohort Study.,"Treatment-resistant depression (TRD), affecting approximately 20% to 30% of individuals with major depressive disorder, is associated with significant disability, reduced quality of life, and an increased risk of hospitalization and suicide. Repetitive transcranial magnetic stimulation (rTMS), a noninvasive neuromodulation therapy, has demonstrated strong efficacy for TRD but is typically limited to research contexts or private clinics. Existing research on patient perspectives on rTMS is limited and largely retrospective, focusing on individuals who have already undergone treatment. As a result, little is known about the factors that influence patients' decisions to accept or decline rTMS at the time of referral, particularly within real-world clinical settings. This study aims to address the gap in the literature by prospectively examining decision-making processes surrounding rTMS in a community hospital outpatient clinic. This prospective mixed methods cohort study will recruit 30 adults with TRD referred to a public rTMS clinic. Participants will be stratified based on their decision to opt in or out of treatment. Data collection will include hybrid card sorting interviews, self-report questionnaires (assessing depression, well-being, cognitive flexibility, decisional conflict, and health literacy), and medical chart reviews. Each participant will complete a baseline and 6-month follow-up interview and survey. Qualitative data will be analyzed using constant comparative analysis, informed by bounded rationality and prospect theory. Quantitative data will be analyzed using bivariate statistics and hierarchical cluster analysis to identify patterns in decision-making factors. This study is being funded by a charitable donation from Jack and Pat Kay to Humber River Health, which is also supporting the establishment of the rTMS clinic, committed to in April 2024. Recruitment commenced in December 2025 and is expected to conclude in December 2026; no participants ha...",https://pubmed.ncbi.nlm.nih.gov/41813443/,Document:Pubmed
pubmed:41811661,pubmed,41811661,Ketamine for comorbid treatment-resistant depression and substance use disorders: balancing risks and opportunities.,,https://pubmed.ncbi.nlm.nih.gov/41811661/,Document:Pubmed
